,Unnamed: 0,Unnamed: 0.1,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,dafu1,dafu2,dafu3,dafu4,dafu5,dafu6,dafu7,dafu8,dafu9,keshi,label,nianling,title,xiebie
219,219,7463,一部分轻型脑瘫婴儿生长发育可以基本或接近正常，但大多数的脑瘫婴儿都比同年龄的正常孩子个子长得矮小，生长发育显得落后。 七、牙齿发育障碍,脑瘫婴儿牙齿多数发育不良，牙齿质地疏松、易蛀，各种牙病的发生率较正常孩子为高。 八、口、面功能障碍,一部分脑瘫婴儿脸部肌肉和舌部肌肉均出现明显痉挛或不协调收缩。从而导致孩子咀嚼和吞咽困难，口腔闭合困难以及流口水。 九、癫痫,约有39%---50%的脑瘫婴儿由于大脑内的固定病灶而诱发癫痫，智力重度低下的孩子癫痫的发生率尤其突出 十、情绪和行为障碍,不少脑瘫婴儿特别是手足徐动型和孩子性格比较固执、任性，情绪波动变化大，善感受易怒，有的甚至孤僻，不合群。异常行为表现为(1)强迫行为,自己强制自己作某一动作。(2)自伤行为,自己打自己或用头不停地撞墙。(3)侵袭行为,欧打他人，但较少见。以上是对“早期脑瘫的典型症状表现在哪些方面呢？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,,,,,,,,,,,,,,,,,1.运动落后和主动运动减少——正常小儿3个月时俯卧位时会抬头，仰卧位时有踢腿动作，而脑瘫患儿很少有这些动作。正常小儿4～5个月时双手能主动伸手触物，而脑瘫患儿上肢活动很少; 2. 肌张力异常——脑瘫患儿比正常儿张力低或增高; 3. 姿势异常——脑瘫患儿经常有头向后仰，6个月座位时后倒，两腿夹紧，把尿和更换尿布困难等等;4. 反射异常——正常小儿头部位置突然放低有拥抱反射(如惊吓一样表现)，一般6个月以后消失，而脑瘫患儿不消失。还有其他各种反射异常。脑瘫早期症状(1)新生儿或3月婴儿易惊、啼哭不止、厌乳和睡眠困难。(2)早期喂养、进食咀嚼、饮水、吞咽困难，以及有流涎、呼吸障碍。(3)感觉阈值低，表现为对噪声或体位改变易惊，拥抱反射增强伴哭闹。(4)生后不久的正常婴儿，因踏步反射影响，当直立时可见两脚有交互迈步动作。3月龄时虽然可一度消退，但到了3个月仍无站立表示或迈步者，既要怀疑小儿脑瘫。(5)过“百天”的婴儿尚不能抬头，4～5月挺腰时头仍摇摆不定。(6)握拳,一般生后3月内婴儿可握拳不张开，如4个月仍有拇指内收，手不张开应怀疑小儿脑瘫。(7)正常婴儿应在3～5月时看见物体会伸手抓，若5月后还不能者疑为小儿脑瘫。(8)一般生后4～6周会笑，以后认人。痉挛型小儿脑瘫患儿表情淡漠，手足徐动型常呈愁眉苦脸的样子。(9)肌肉松软不能翻身，动作徐缓。触摸小儿大腿内侧，或让小儿脚着床或上下跳动时，出现下肢伸展交叉。(10)僵硬，尤其在穿衣时，上肢难穿进袖口;换尿布清洗时，大腿不易外展;擦手掌时，以及洗澡时出现四肢僵硬。婴儿不喜欢洗澡。　　(11)过早发育,小儿脑瘫患儿可出现过早翻身，但是一种突然的反射性翻身，全身翻身如滚木样，而不是有意识的节段性翻身。痉挛性双瘫的婴儿，坐稳前可出现双下肢僵硬，像芭蕾舞演员那样的足尖站立。脑瘫的症状,"一、	姿势障碍","脑瘫婴儿身体的各种姿势异常，姿势的稳定性差，在运动时或静止时姿势别扭，左右两侧不对称，有些严重的病例头常不能像正常的孩子那样处于竖直正中位置，而是习惯于偏向一侧，或者左右前后摇晃。二、	 运动障碍",脑瘫婴儿的运动能力低于同年龄的正常孩子，运动自我控制能力差，障碍程度轻的只是手、脚动作稍显得不灵活或笨拙，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。 三、智力障碍,在所有的脑瘫婴儿中，智力正常的孩子约有1/4，智力轻度、中度不足的约占1/2，重度智力不足的约占有一席之地/4。 四、语言障碍,大多数的脑瘫婴儿可能伴有不同程度的语言障碍，有的表现为语言表达困难或构语困难，有的表现为发音不清或口吃，有的还表现为失语症，即能理解别人的语言，但自己无法讲话，这种情况尤其以手中徐动型的脑瘫占比例为大。 五、视、听觉障碍,不少脑瘫婴儿伴有近视或斜视，其中以内斜视为多见，听力减退以徐动型脑瘫较为多见。脑瘫婴儿往往对声音的节奏辨别存在困难。 六、生长发育障碍,小儿内科,1,1岁,早期脑瘫的典型症状表现在哪些方面呢？,男
220,220,7464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.运动落后和主动运动减少——正常小儿3个月时俯卧位时会抬头，仰卧位时有踢腿动作，而脑瘫患儿很少有这些动作。正常小儿4～5个月时双手能主动伸手触物，而脑瘫患儿上肢活动很少; 2. 肌张力异常——脑瘫患儿比正常儿张力低或增高; 3. 姿势异常——脑瘫患儿经常有头向后仰，6个月座位时后倒，两腿夹紧，把尿和更换尿布困难等等;4. 反射异常——正常小儿头部位置突然放低有拥抱反射(如惊吓一样表现)，一般6个月以后消失，而脑瘫患儿不消失。还有其他各种反射异常。,你好宝宝目前的这种情况是脑瘫引起的，目前没有特效的治疗方式。,建议你加强宝宝的营养和护理，密切关注宝宝的成长变化，平时可以给宝宝做康复训练。,你好，根据你描述的情况，那现在必须给宝宝进行功能锻炼的。而且需要打营养针的。,你好，我建议你到大的医院给宝宝看。必须要打营养针的，还必须给宝宝进行功能锻炼。祝宝宝早日康复！以上是对“脑瘫的基本症状都有哪些呢？”这个问题的建议，希望对您有帮助，祝您健康！脑瘫早期症状(1)新生儿或3月婴儿易惊、啼哭不止、厌乳和睡眠困难。(2)早期喂养、进食咀嚼、饮水、吞咽困难，以及有流涎、呼吸障碍。(3)感觉阈值低，表现为对噪声或体位改变易惊，拥抱反射增强伴哭闹。(4)生后不久的正常婴儿，因踏步反射影响，当直立时可见两脚有交互迈步动作。3月龄时虽然可一度消退，但到了3个月仍无站立表示或迈步者，既要怀疑小儿脑瘫。(5)过“百天”的婴儿尚不能抬头，4～5月挺腰时头仍摇摆不定。(6)握拳,一般生后3月内婴儿可握拳不张开，如4个月仍有拇指内收，手不张开应怀疑小儿脑瘫。(7)正常婴儿应在3～5月时看见物体会伸手抓，若5月后还不能者疑为小儿脑瘫。(8)一般生后4～6周会笑，以后认人。痉挛型小儿脑瘫患儿表情淡漠，手足徐动型常呈愁眉苦脸的样子。(9)肌肉松软不能翻身，动作徐缓。触摸小儿大腿内侧，或让小儿脚着床或上下跳动时，出现下肢伸展交叉。(10)僵硬，尤其在穿衣时，上肢难穿进袖口;换尿布清洗时，大腿不易外展;擦手掌时，以及洗澡时出现四肢僵硬。婴儿不喜欢洗澡。　　(11)过早发育,小儿脑瘫患儿可出现过早翻身，但是一种突然的反射性翻身，全身翻身如滚木样，而不是有意识的节段性翻身。痉挛性双瘫的婴儿，坐稳前可出现双下肢僵硬，像芭蕾舞演员那样的足尖站立。,"你好，根据你的描述，脑瘫症状主要有视、听觉障碍,姿势障碍,脑瘫身体的各种姿势异常等。",建议及时去正规三甲专科儿童医院检查看看为好的，希望我的回答能帮助到你，祝早日康复。,小儿内科,1,1岁,脑瘫的基本症状都有哪些呢？,女
221,221,7466,脑瘫婴儿牙齿多数发育不良，牙齿质地疏松、易蛀，各种牙病的发生率较正常孩子为高。 八、口、面功能障碍,一部分脑瘫婴儿脸部肌肉和舌部肌肉均出现明显痉挛或不协调收缩。从而导致孩子咀嚼和吞咽困难，口腔闭合困难以及流口水。 九、癫痫,约有39%---50%的脑瘫婴儿由于大脑内的固定病灶而诱发癫痫，智力重度低下的孩子癫痫的发生率尤其突出 十、情绪和行为障碍,不少脑瘫婴儿特别是手足徐动型和孩子性格比较固执、任性，情绪波动变化大，善感受易怒，有的甚至孤僻，不合群。异常行为表现为(1)强迫行为,自己强制自己作某一动作。(2)自伤行为,自己打自己或用头不停地撞墙。(3)侵袭行为,欧打他人，但较少见。脑瘫的早期症状,1.运动落后和主动运动减少——正常小儿3个月时俯卧位时会抬头，仰卧位时有踢腿动作，而脑瘫患儿很少有这些动作。正常小儿4～5个月时双手能主动伸手触物，而脑瘫患儿上肢活动很少; 2. 肌张力异常——脑瘫患儿比正常儿张力低或增高; 3. 姿势异常——脑瘫患儿经常有头向后仰，6个月座位时后倒，两腿夹紧，把尿和更换尿布困难等等;4. 反射异常——正常小儿头部位置突然放低有拥抱反射(如惊吓一样表现)，一般6个月以后消失，而脑瘫患儿不消失。还有其他各种反射异常。以上是对“脑瘫都有哪些典型的症状呢？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,,,,,,,,,,,,,,,,,一般生后3月内婴儿可握拳不张开，如4个月仍有拇指内收，手不张开应怀疑小儿脑瘫。(7)正常婴儿应在3～5月时看见物体会伸手抓，若5月后还不能者疑为小儿脑瘫。(8)一般生后4～6周会笑，以后认人。痉挛型小儿脑瘫患儿表情淡漠，手足徐动型常呈愁眉苦脸的样子。(9)肌肉松软不能翻身，动作徐缓。触摸小儿大腿内侧，或让小儿脚着床或上下跳动时，出现下肢伸展交叉。(10)僵硬，尤其在穿衣时，上肢难穿进袖口;换尿布清洗时，大腿不易外展;擦手掌时，以及洗澡时出现四肢僵硬。婴儿不喜欢洗澡。　　(11)过早发育,小儿脑瘫患儿可出现过早翻身，但是一种突然的反射性翻身，全身翻身如滚木样，而不是有意识的节段性翻身。痉挛性双瘫的婴儿，坐稳前可出现双下肢僵硬，像芭蕾舞演员那样的足尖站立。脑瘫的症状,"一、	姿势障碍","脑瘫婴儿身体的各种姿势异常，姿势的稳定性差，在运动时或静止时姿势别扭，左右两侧不对称，有些严重的病例头常不能像正常的孩子那样处于竖直正中位置，而是习惯于偏向一侧，或者左右前后摇晃。二、	 运动障碍",脑瘫婴儿的运动能力低于同年龄的正常孩子，运动自我控制能力差，障碍程度轻的只是手、脚动作稍显得不灵活或笨拙，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。 三、智力障碍,在所有的脑瘫婴儿中，智力正常的孩子约有1/4，智力轻度、中度不足的约占1/2，重度智力不足的约占有一席之地/4。 四、语言障碍,大多数的脑瘫婴儿可能伴有不同程度的语言障碍，有的表现为语言表达困难或构语困难，有的表现为发音不清或口吃，有的还表现为失语症，即能理解别人的语言，但自己无法讲话，这种情况尤其以手中徐动型的脑瘫占比例为大。 五、视、听觉障碍,不少脑瘫婴儿伴有近视或斜视，其中以内斜视为多见，听力减退以徐动型脑瘫较为多见。脑瘫婴儿往往对声音的节奏辨别存在困难。 六、生长发育障碍,一部分轻型脑瘫婴儿生长发育可以基本或接近正常，但大多数的脑瘫婴儿都比同年龄的正常孩子个子长得矮小，生长发育显得落后。 七、牙齿发育障碍,小儿内科,1,2岁,脑瘫都有哪些典型的症状呢？,女
222,222,7502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.运动发育不灵活，4-5月不会翻身，9-10个不会爬，肌张力不正常和姿势不正常，肌张力不高，坐姿和爬姿与正常的孩子不同。2.运动很少或很多，刻板似的运动3.反射的异常，把东西放到手心里，孩子会抓握反应，有允洗反应。先天反射到6个月以前会全部消失，如果还没有消失就不正常了。4.如果有早产，窒息，家庭遗传等的历史，孩子有可能脑瘫，7.8月可以诊断。脑瘫的症状,1.出生前、出生时及出生后，发现有脑瘫的高危因素。如怀孕期感染、风疹、严重妊高症，小儿出生时窒息，早产儿，严重黄疸，小儿出生后颅内出血等。 　2.小儿出生后哺喂困难，如吸吮无力，哭声弱或多哭，易受惊吓。 3.过分安静，主动运动少。 　4.运动发育落后。如3个月到4个月大的小儿俯卧位不能竖头或抬头不稳，4个月仍不能用前臂支撑负重，扶站时以足尖着地或两下肢过于挺直、交叉等。 　　5.经常出现异常的肌张力和异常的姿势，如双手屈指内收，双拳紧握，前臂内旋，头颈后仰等。对于脑瘫的症状主要的表现有以下几点,1.姿势障碍,脑瘫儿童身体的各种姿势异常，姿势的稳定性差，在运动时或静止时姿势别扭，左右两侧不对称，有些严重的病例头常不能像正常的孩子那样处于竖直正中位置，脑瘫的症状有哪些而是习惯于偏向一侧，或者左右前后摇晃。2.运动障碍,脑瘫儿童的运动能力低于同年龄的正常孩子，运动自我控制能力差，障碍程度轻的只是手、脚动作稍显得不灵活或笨拙，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。3.智力障碍,在所有的脑瘫儿童中，智力正常的孩子约有1/4，智力轻度、中度不足的约占1/2，重度智力不足的约占有一席之地/4。4.语言障碍,大多数的脑瘫儿童可能伴有不同程度的语言障碍，有的表现为语言表达困难或构语困难，有的表现为发音不清或口吃，有的还表现为失语症，即能理解别人的语言，但自己无法讲话，我们了解了脑瘫的症状有哪些后，知道这种情况尤其以手中徐动型的脑瘫占比例为大。以上是对“脑瘫的症状有什么呢？”这个问题的建议，希望对您有帮助，祝您健康！,,,小儿内科,1,3岁,脑瘫的症状有什么呢？,男
223,223,7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1、反应迟钝及叫名无反应也是小儿脑瘫的早期症状表现，这是智力低下的早期表现，一般认为4个月时反应迟钝，6个月时叫名无反应，可诊断为智力低下。2、身体发软及自发运动减少，这是肌张力低下的症状，也是小儿脑瘫的早期症状表现，在一个月时即可见到。如果持续4个月以上，则可诊断为重症脑损伤，智力低下或肌肉系统疾病。3、运动发育落后,3个月时不能翻身、抬头;6个月还不会坐，甚至不会抓、握，也不会把手放到嘴边。4、身体发硬也是小儿脑瘫的早期症状表现，这是肌张力亢进的症状，在一个月时即可见到。如果持续4个月以上，可诊断为脑瘫。小儿脑瘫的早期症状是什么1、频繁吐沫，经常半张着嘴，舌头不停地伸出运动，这常常是手足徐动型早期的脑瘫儿症状。2、大约有30%脑瘫小儿在生后3个月以内有类似严重肠绞痛的表现，突然发生剧烈的哭叫。这也是小儿脑瘫的早期症状。3、非常敏感或激动，正常小儿(尤其是低出生体重儿)在饥饿时会出现容易激动、敏感等现象，但脑瘫小儿即使在不饥饿时也容易出现。4、喂养困难，吸吮及吞咽不协调，有时家长反映吃奶时一边吃一边从嘴往外流。体重增长困难。这个也是小儿脑瘫的早期症状之一。5、护理困难，表现在穿衣时很难将其手臂插入袖中，换尿布时难将大腿外展，洗澡时不易将拳头掰开。家长常反映"孩子不爱洗澡"，当脚刚触及浴盆边缘或水面时。背部立即僵硬呈弓状。6、对突然出现的音响或体位改变很敏感，似惊吓状。在疾病引发初期，孩子最明显的症状就是肌肉张力逐渐有所下降，以及自身的肌腱反射能力有所下降，在几个月之后患者可以出现明显的浑身无力的症状，还会出现痉挛，但是下肢的症状要明显与上身，无力的症状首先影响到的肌肉就是内收肌，腱反射还是比较活跃的。患者腿部表现经常就是运动比较僵硬，同时身体比较笨拙，如果是小孩的话，我们双手抱起小儿腋窝下患者不会出现蹬腿的症状，患者的情况仍然是原来的伸直或者是屈膝的情况，这种疾病的患儿学习走路都是比较缓慢的，主要的表现是具有特征性的姿势和不太，迈小步的时候时候双腿会比较的僵硬。以上是对“脑瘫的早期症状是什么？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,,小儿内科,1,1岁,脑瘫的早期症状是什么？,男
224,224,7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"产伤、新生儿核黄胆，脑缺氧；早产等。症状主要是肌张力增强，外展困难，重者可见肌肉强直、挛缩、关节保持屈曲姿势。轻者可见手的精细动作差，行走时脚后跟不能着地。此类患者多伴有语言发育及构音障碍以及斜视，约1/3患者存在不同程度抽搐及智力障碍。一、发育迟缓，智力低下，肌张力异常,马蹄足,尖足，二.、学抬头、坐和运用双手却迟于同龄孩子，三、运动障碍",运动自我控制能力差，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。四、姿势障碍,各种姿势异常，姿势的稳定性差，3个月仍不能头部坚直，习惯于偏向一侧，或者左右前后摇晃。洗手时不易将拳头掰开。1.三个月还不能抬头，六个月还不能翻身，八个月还不会坐。 2.哭时没有声音或哭声无力、低沉、发直。 3.运动时手脚不协调，偏侧运动较多。4个月，不能自己将手放到自己嘴边，趴在床头，俯卧位时嘴和鼻子完全贴在床上。 4.吮吸无力，吞咽困难，喂奶时常呛、噎、吐。 小儿脑瘫的几大症状 5.对声音的方向没有辨别。不能随着声音左右，而转动身体追寻声音。 6.对颜色和光不是很敏感，目光呆滞。 7.撒尿时把不开双腿。 8.眼神与父母没有交流，并且经常惊厥。 9.睡眠时间过长或不睡觉，不爱哭，也不爱笑。以上是对“宝宝脑瘫的早期症状有哪些？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,小儿内科,1,1岁,宝宝脑瘫的早期症状有哪些？,男
225,225,7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.依赖性强。依赖性来自两个方面,患儿由于胆量小，总觉得依赖物体才有全感;由于家长怕惊吓着孩子，从小经常抱着，过于娇惯，使患儿慢慢地产生了依赖感。2.胆量小。主要指痉挛型小儿脑瘫而言，由于患儿上运动神经元的高度兴奋，在临床出现胆量小，表现为稍有一点响声患儿就相当紧张，身体稍有一点刺激就引起全身紧张。3.睡眠少。由于上运动神经元的兴奋，患儿一般情况都睡眠少，尤其在出生后的前几个月较为明显，睡眠时间短，因而家长要给患儿一个安静的环境，让他有充足的睡眠时间。因为痉挛越重，睡眠越少，所以一定让患儿有足够的睡眠时间，这样痉挛就有所缓解，体质也会有所增强。轻度脑瘫的早期症状,1.过度激惹,持续哭叫、入睡困难、大约有50%脑瘫患者在出生后3个月内有类似“肠绞疼”的表现。2.喂养困难、吸吮无力、吞咽困难、护理困难、频繁吐沫以至持续体重不增，很多家长反映孩子出生1-3个月体重没有长，反而又轻很多。3.非常“敏感”或激动、易惊、易醒、睡不安稳、极易出汗。4.以噪音或体位改变较“敏感”易将大腿外展、内收屈曲、洗澡时双拳紧握，当脚刚触及浴盆边缘，背部即僵硬，下肢屈曲呈弓形。轻度脑瘫的早期症状,1.姿势障碍,脑瘫婴儿身体的各种姿势异常，姿势的稳定性差，在运动时或静止时姿势别扭，左右两侧不对称，有些严重的病例头常不能像正常的孩子那样处于竖直正中位置，而是习惯于偏向一侧，或者左右前后摇晃。2.运动障碍,脑瘫婴儿的运动能力低于同年龄的正常孩子，运动自我控制能力差，障碍程度轻的只是手、脚动作稍显得不灵活或笨拙，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。3.智力障碍,在所有的脑瘫婴儿中，智力正常的孩子约有1/4，智力轻度、中度不足的约占1/2，重度智力不足的约占有一席之地/4。4.语言障碍,大多数的脑瘫婴儿可能伴有不同程度的语言障碍，有的表现为语言表达困难或构语困难，有的表现为发音不清或口吃，有的还表现为失语症，即能理解别人的语言，但自己无法讲话，这种情况尤其以手中徐动型的脑瘫占比例为大。以上是对“轻度脑瘫的早期症状有哪些呢？”这个问题的建议，希望对您有帮助，祝您健康！,小儿内科,1,3岁,轻度脑瘫的早期症状有哪些呢？,男
226,226,7523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般生后3月内婴儿可握拳不张开，如4个月仍有拇指内收，手不张开应怀疑小儿脑瘫。引起脑性瘫痪的原因很多，但找不到原因者可能达1/3以上。有时一些病例也可能存在多种因素。产前因素最常见，包括遗传和染色体疾病、先天性感染、脑发育畸形或发育不良、胎儿脑缺血缺氧致脑室周围白质软化或基底节受损等。围产因素指发生在分娩开始到生后一周内的脑损伤，包括脑水肿、新生儿休克、脑内出血、败血症或中枢神经系统感染、缺血缺氧性脑病等。围产因素可能是引起早产儿脑瘫的重要原因。晚期新生儿以后的因素包括从1周至3或4 岁间发生的中枢神经系统感染、脑血管病、头颅外伤、中毒等各种引起的非进行性脑损伤的病因。早产和宫内发育迟缓虽然不是脑瘫的直接原因，但它们是脑瘫的重要的高危因素。母亲宫内炎症或绒毛膜羊膜炎，作为一项潜在的危险因素已经越来越被引起重视。口服或注射有关药物,脑神经营养药、肌肉松弛药、活血药等。包括构筑和修复脑组织（细胞）的药物，如卵磷脂（包含磷脂酰胆碱、脑磷脂、鞘磷脂等），能修复因外伤、出血、缺氧造成的脑细胞膜损害，保护神经细胞，加快神经兴奋传导，改善学习与记忆功能。还可以选择能促进脑细胞DNA合成，促进脑细胞对氧的利用率，改善脑细胞能量代谢，增强脑功能，供给脑组织修复再生所需的各种氨基酸，调节脑神经活动的药物，如古立西（脑酶水解片）、螺旋藻片（胶囊）。再就是积极补充多种维生素，如21-金维他。有条件的医院的可交替选择如下注射针剂（作用与片剂一样）,脑活素，脑多肽，乙酰谷酰胺，胞二磷胆碱等。以上是对“脑瘫的早期症状有哪些？有哪些注意事项？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,小儿内科,1,3岁,脑瘫的早期症状有哪些？有哪些注意事项？,女
227,227,7527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,患儿突然僵硬,在某些体位，如在仰卧位时给孩子穿衣，屈曲他的身体或拥抱他时感到困难。松软,婴儿的头颈松软抬不起头来。将他悬空抱时，他的四肢下垂。婴儿很少活动。发育迟缓,学会抬头、坐和运用双手却迟于同龄孩子，可能用身体某一部分多于另一部分，如,有些患儿常用一只手而不用双手。进食差,吸和吞咽差。舌头常将奶和食物推出。闭嘴困难。异常行为,可能好哭、易激怒、睡眠差，或者非常安静，睡得太多，或者3个月时还不会笑。早期症状（1）新生儿或3月婴儿易惊、啼哭不止、厌乳和睡眠困难。（2）早期喂养、进食咀嚼、饮水、吞咽困难，以及有流涎、呼吸障碍。（3）感觉阈值低，表现为对噪声或体位改变易惊，拥抱反射增强伴哭闹。（4）生后不久的正常婴儿，因踏步反射影响，当直立时可见两脚，交互迈步动作。3月龄时虽然可一度消退，但到了3个月仍无站立表示或迈步者，既要怀疑小儿脑瘫。（5）过“百天”的婴儿尚不能抬头，4～5月挺腰时头仍摇摆不定。（6）握拳,一般生后3月内婴儿可握拳不张开，如4个月仍有拇指内收，手不张开应怀疑小儿脑瘫。（7）正常婴儿应在3～5月时看见物体会伸手抓，若5月后还不能者疑为小儿脑瘫。（8）一般生后4～6周会笑，以后认人。痉挛型小儿脑瘫患儿表情淡漠，手足徐动型常呈愁眉苦脸的样子。（9）肌肉松软不能翻身，动作徐缓。触摸小儿大腿内侧，或让小儿脚着床或上下跳动时，出现下肢伸展交叉。（10）僵硬，尤其在穿衣时，上肢难穿进袖口；换尿布清洗时，大腿不易外展；擦手掌时，以及洗澡时出现四肢僵硬。婴儿不喜欢洗澡。主要症状（1）运动障碍 运动自我控制能力差，严重的则双手不会抓东西，双脚不会行走，有的甚至不会翻身，不会坐起，不会站立，不会正常的咀嚼和吞咽。（2）姿势障碍 各种姿势异常，姿势的稳定性差，3个月仍不能头部坚直，习惯于偏向一侧，或者左右前后摇晃。孩子不喜欢洗澡，洗手时不易将拳头掰开。（3）智力障碍 智力正常的孩子约占1/4，智力轻度、中度不足的约占1/2，重度智力不足的约占1/4。（4）语言障碍 语言表达困难，发音不清或口吃。（5）视听觉障碍 以内斜视及对声音的节奏辨别困难最为多见。（6）生长发育障碍 矮小。（7）牙齿发育障碍 质地疏松、易折。口面功能障碍，脸部肌肉和舌部肌肉有时痉挛或不协调收缩，咀嚼和吞咽困难，口腔闭合困难以及流口水。（8）情绪和行为障碍 固执、任性、易怒、孤僻，情绪波动大，有时出现强迫、自伤、侵袭行为。（9）有39%～50%的脑瘫儿童由于大脑内的固定病灶而诱发癫痫，尤其是智力重度低下的孩子。以上是对“脑瘫一般有什么症状？”这个问题的建议，希望对您有帮助，祝您健康！,,小儿内科,1,1岁,脑瘫一般有什么症状？,男
228,228,7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己熟悉的东西不知放在何处，丢三落四，甚至记不住自己刚吃的饭菜，叫不出朋友的名字，管理财务的能力下降，不能独立购物，当然能做熟悉的工作，但对任何新的要求都显露出能力不足、行为怪异，如爱捡拾无用的东西、情感淡漠、自私、多疑，对周围的事物缺乏兴趣、丧失主动性，不爱与人交往，偶尔在熟悉的环境中迷路，发音有一定障碍，说话不利落，书写困难。中晚期症状,病人记忆力明显下降，近期事遗忘尤为严重，同时表现远事遗忘，变得越来越固执、古怪、斤斤计较、情绪烦躁、不安、小动作多或多动不稳，或情绪低落，多疑敏感，出门后回不到家，语言表达能力退化，甚至失语，大小便失禁，卧床不起，另一部分病人生活一切不懂，整天处于昏睡状态，偶尔一会叫熟人的名字或会说几句较正常的话，一会又是原病态。老年人脑瘫的早期症状一般体现在健忘、失眠、幻听、反应迟钝、记忆力下降、流口水、大小便失禁等等，很容易被误以为是其他的症状，让家里人给忽视掉，如果有发现应及早送医治疗，以免耽误了病情。要多吃蔬菜和生果，少吃脂肪肥肉，蔬菜和生果含有维生素和纤维，能保持大便通畅，如不喜欢吃蔬菜，可以把菜剁烂，做成菜肉包子、菜肉水饺、菜泥、菜汤，脑瘫患者养成吃蔬菜的习惯。老人会出现记忆力下降，明明刚刚发生过的事情，很快就会忘记，也就是健忘，晚上睡不着觉，耳边总是出现一些声音，也就是幻听。往往有这些症状的时候，可能就是老人脑瘫的早期的表现了，家属朋友了一定要注意了。不能有效的支配自己的钱财，也不能独自外出购物，平时还是总是疑神疑鬼，开始变的沉默寡言，说话也开始不顺畅，有时在自己熟悉的地方也会迷路。当你发现家里的老人出现这些情况时，那就要谨慎了，以防老人脑瘫。反应变的比较迟钝，以前能很好的准确的判断事物，现在变的呆板，甚至出现吃饭时，手捉不住筷子，自己的运动协调能力出现问题。如果出现这些症状，说明脑瘫的情况已经发展到一个严重的阶段了。此时要积极去医院治疗了以上是对“老年人脑瘫是什么症状的？”这个问题的建议，希望对您有帮助，祝您健康！,,,,,,,,小儿内科,1,78岁,老年人脑瘫是什么症状的？,男
